-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-2.924330472946166992e+00,-2.268426418304443359e+00,3.576000213623046875e+00
-2.874114036560058594e+00,-2.258276700973510742e+00,3.560000181198120117e+00
-2.825028657913208008e+00,-2.248761415481567383e+00,3.545000076293945312e+00
-2.777042627334594727e+00,-2.239880800247192383e+00,3.531000137329101562e+00
-2.716156005859375000e+00,-2.220216035842895508e+00,3.500000238418579102e+00
-2.662806272506713867e+00,-2.206260204315185547e+00,3.478000164031982422e+00
-2.612936496734619141e+00,-2.194842100143432617e+00,3.460000276565551758e+00
-2.564931631088256836e+00,-2.184692621231079102e+00,3.444000244140625000e+00
-2.521666526794433594e+00,-2.178349018096923828e+00,3.434000253677368164e+00
-2.516252040863037109e+00,-2.204991579055786133e+00,3.476000070571899414e+00
-2.528512001037597656e+00,-2.248127222061157227e+00,3.544000148773193359e+00
-2.527401685714721680e+00,-2.280478954315185547e+00,3.595000267028808594e+00
-2.527305126190185547e+00,-2.314733743667602539e+00,3.649000167846679688e+00
-2.566330432891845703e+00,-2.386415004730224609e+00,3.762000083923339844e+00
-2.666813850402832031e+00,-2.518359184265136719e+00,3.970000267028808594e+00
-2.713360071182250977e+00,-2.602727413177490234e+00,4.103000164031982422e+00
-2.601571083068847656e+00,-2.535486698150634766e+00,3.997000217437744141e+00
-2.431791067123413086e+00,-2.408617019653320312e+00,3.797000169754028320e+00
-2.293904066085815430e+00,-2.309659004211425781e+00,3.641000270843505859e+00
-2.216273546218872070e+00,-2.269060611724853516e+00,3.577000141143798828e+00
-2.236225366592407227e+00,-2.328689336776733398e+00,3.671000242233276367e+00
-2.305706739425659180e+00,-2.442871809005737305e+00,3.851000070571899414e+00
-2.327311277389526367e+00,-2.509478330612182617e+00,3.956000089645385742e+00
-2.246754169464111328e+00,-2.466342687606811523e+00,3.888000249862670898e+00
-2.145484924316406250e+00,-2.398467540740966797e+00,3.781000137329101562e+00
-2.062601327896118164e+00,-2.348988294601440430e+00,3.703000068664550781e+00
-2.024524450302124023e+00,-2.349622726440429688e+00,3.704000234603881836e+00
-2.018059730529785156e+00,-2.387683629989624023e+00,3.764000177383422852e+00
-1.996674418449401855e+00,-2.409251451492309570e+00,3.798000097274780273e+00
-1.945723772048950195e+00,-2.395295858383178711e+00,3.776000261306762695e+00
-1.912902235984802246e+00,-2.403542280197143555e+00,3.789000272750854492e+00
-1.900575160980224609e+00,-2.438431501388549805e+00,3.844000101089477539e+00
-1.877904891967773438e+00,-2.461267948150634766e+00,3.880000114440917969e+00
-1.839329600334167480e+00,-2.463805437088012695e+00,3.884000301361083984e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-1.682413816452026367e+00,-2.413057565689086914e+00,3.804000139236450195e+00
