-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-1.684792637825012207e+00,-1.377168178558349609e+00,2.171000003814697266e+00
-1.617742896080017090e+00,-1.340376138687133789e+00,2.113000154495239258e+00
-1.573803305625915527e+00,-1.321979999542236328e+00,2.084000110626220703e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-1.977607131004333496e+00,-1.867518782615661621e+00,2.944000244140625000e+00
-1.958803892135620117e+00,-1.878937005996704102e+00,2.962000131607055664e+00
-1.946784853935241699e+00,-1.897333145141601562e+00,2.991000175476074219e+00
-1.939284443855285645e+00,-1.920803904533386230e+00,3.028000116348266602e+00
-1.898881316184997559e+00,-1.911923170089721680e+00,3.014000177383422852e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-1.346852183341979980e+00,-1.402542233467102051e+00,2.211000204086303711e+00
-1.316605925559997559e+00,-1.394930005073547363e+00,2.199000120162963867e+00
-1.318378329277038574e+00,-1.421572566032409668e+00,2.241000175476074219e+00
-1.364926338195800781e+00,-1.498328685760498047e+00,2.362000226974487305e+00
-1.404410362243652344e+00,-1.570009827613830566e+00,2.475000143051147461e+00
-1.389178633689880371e+00,-1.582062482833862305e+00,2.494000196456909180e+00
-1.356606364250183105e+00,-1.574450254440307617e+00,2.482000112533569336e+00
-1.323748469352722168e+00,-1.566203713417053223e+00,2.469000101089477539e+00
-1.288533210754394531e+00,-1.554785609245300293e+00,2.451000213623046875e+00
-1.244933366775512695e+00,-1.532583355903625488e+00,2.416000127792358398e+00
-1.174296855926513672e+00,-1.475492119789123535e+00,2.326000213623046875e+00
-1.089221358299255371e+00,-1.397467374801635742e+00,2.203000068664550781e+00
-1.040107727050781250e+00,-1.363212585449218750e+00,2.149000167846679688e+00
-1.021007895469665527e+00,-1.367653012275695801e+00,2.156000137329101562e+00
-1.002225279808044434e+00,-1.372727751731872559e+00,2.164000034332275391e+00
-9.837284684181213379e-01,-1.378436923027038574e+00,2.173000097274780273e+00
-9.597365856170654297e-01,-1.376533865928649902e+00,2.170000076293945312e+00
